id,raw_text,canonical_transliterated,canonical_italic,canonical_words_only,translation,year_from,year_to,intact_token_ratio,data_quality,dup_group_id,dup_group_size
CIE 2365,A2AH+V+AIHV2E9:IHIAJ:AIQ9AJ OEH:JAIHHHJV,A2AH+V+AIHV2E9:IHIAJ:AIQ9AJ OEH:JAIHHHJV,,,,,,0.000,ocr_failed,538793dcee6c,1
CIE 2375,IA:M:ATAN:ANAVA:IA,IA:M:ATAN:ANAVA:IA,,IA M ATAN ANAVA IA,,,,1.000,clean,2fe6c9cea675,1
CIE 2366,A2V2E9:IHITV:AHAO,A2V2E9:IHITV:AHAO,,,,,,0.000,ocr_failed,09d36d266814,1
CIE 2367,I:A2V2E9:IHITAJ:J37,I:A2V2E9:IHITAJ:J37,,,,,,0.000,ocr_failed,4bfe4d4bce30,1
CIE 2368,HIAJ:IAHH9E1:A2V2E9:JE1,HIAJ:IAHH9E1:A2V2E9:JE1,,,,,,0.000,ocr_failed,85f1df6f7aac,1
CIE 2369,IAQ9AJ:IAIHITAJ:IHIAJ:IHITAJ:Q9AJ :HIAJ:239I32,IAQ9AJ:IAIHITAJ:IHIAJ:IHITAJ:Q9AJ :HIAJ:239I32,,,,,,0.000,ocr_failed,d10c46be22a1,1
CIE 237,IMAII8:ΛA,IMAII8:ΛA,,,,,,0.000,ocr_failed,50041bda9079,1
CIE 2370,IAH2MVO9 IHIAJ AHAO,IAH2MVO9 IHIAJ AHAO,,,,,,0.000,ocr_failed,1c9fbbb3651a,1
CIE 2371,IAH IAH:A9:A2E9:2I:A9A,IAH IAH:A9:A2E9:2I:A9A,,,,,,0.000,ocr_failed,e62101cf4405,1
CIE 2372,IAOON:2VNV1:INIAI:3JVA,IAOON:2VNV1:INIAI:3JVA,,,,,,0.000,ocr_failed,75c93a41f967,1
CIE 2373,A2V+JV1:INITAJ:O9AN,A2V+JV1:INITAJ:O9AN,,,,,,0.000,ocr_failed,ccfb52fb7965,1
CIE 2374,a) V93M:3NACVAI:9A b) IAOORA,a) V93M:3NACVAI:9A b) IAOORA,,,,,,0.000,ocr_failed,1fff9151a497,1
ETP 310,lai,lai,𐌋𐌀𐌉,lai,,520.0,520.0,1.000,clean,44e99ddf7147,2
CIE 2441,𐌠𐌌𐌀𐌓𐌂𐌄𐌍𐌄𐌉 : 𐌐𐌄𐌕𐌍𐌀𐌋 : 𐌔𐌄𐌂,marcenei : pe𐌸nal : sec,,,,,,0.000,needs_review,a20a8bb797f8,1
CIE 2376,A2L:VAV:A:J:AN:V:A9M,A2L:VAV:A:J:AN:V:A9M,,,,,,0.000,ocr_failed,c351866eba4a,1
CIE 2377,[3NACVAV:OA],[3NACVAV:OA],,,,,,0.000,ocr_failed,5d542fff9066,1
CIE 2385,ƎMLVAИ lauxme,eMLVAn lauxme,𐌄𐌌𐌋𐌅𐌀𐌍 𐌋𐌀𐌖𐌗𐌌𐌄,eMLVAn lauxme,,,,1.000,clean,69e042751262,1
CIE 2386,IAVΘƎIΛZIƎMVLVAJ:IƎI vel:lauxumes:velsa:petrual,IAVΘeIΛZIeMVLVAJ:IeI vel:lauxumes:velsa:petrual,,,,,,0.000,needs_review,d3c0b01fefa5,1
CIE 2387,Fania:laphuxumsnei,Fania:laphuxumsnei,,Fania laphuxumsnei,,,,1.000,clean,083c048744d8,1
CIE 2388,lauxmsnei,lauxmsnei,𐌋𐌀𐌖𐌗𐌌𐌔𐌍𐌄𐌉,lauxmsnei,,,,1.000,clean,cf989c3f384f,1
CIE 2389,larθia|laursti|cupsnasa,larθia|laursti|cupsnasa,𐌋𐌀𐌓𐌈𐌉𐌀|𐌋𐌀𐌖𐌓𐌔𐌕𐌉|𐌂𐌖𐌐𐌔𐌍𐌀𐌔𐌀,larθia laursti cupsnasa,,,,1.000,clean,3655aa170356,1
CIE 2390,larsti:pucsinisa,larsti:pucsinisa,𐌋𐌀𐌓𐌔𐌕𐌉:𐌐𐌖𐌂𐌔𐌉𐌍𐌉𐌔𐌀,larsti pucsinisa,,,,1.000,clean,0daa893664da,1
CIE 2391,au:pucsini:larstial,au:pucsini:larstial,𐌀𐌖:𐌐𐌖𐌂𐌔𐌉𐌍𐌉:𐌋𐌀𐌓𐌔𐌕𐌉𐌀𐌋,au pucsini larstial,,,,1.000,clean,9e9fc3464ca6,1
CIE 2392,velicu|laristial|lautn|θa,velicu|laristial|lautn|θa,𐌅𐌄𐌋𐌉𐌂𐌖|𐌋𐌀𐌓𐌉𐌔𐌕𐌉𐌀𐌋|𐌋𐌀𐌖𐌕𐌍|𐌈𐌀,velicu laristial lautn θa,,,,1.000,clean,621a51d01bed,1
CIE 2393,arnθ:lecsutini:larθalisa,arnθ:lecsutini:larθalisa,𐌀𐌓𐌍𐌈:𐌋𐌄𐌂𐌔𐌖𐌕𐌉𐌍𐌉:𐌋𐌀𐌓𐌈𐌀𐌋𐌉𐌔𐌀,arnθ lecsutini larθalisa,,,,1.000,clean,d7fbb24810ce,1
CIE 2394,lθ:lecs:ca,lθ:lecs:ca,𐌋𐌈:𐌋𐌄𐌂𐌔:𐌂𐌀,lθ lecs ca,,,,1.000,clean,7956ebe9f224,1
CIE 2395,𐌅𐌀𐌉𐌐𐌀𐌉𐌀𐌔:𐌌𐌉𐌍𐌅𐌉𐌔:𐌅𐌉𐌔𐌉𐌍𐌀𐌉,𐌅𐌀𐌉𐌐𐌀𐌉𐌀𐌔:𐌌𐌉𐌍𐌅𐌉𐌔:𐌅𐌉𐌔𐌉𐌍𐌀𐌉,𐌅𐌀𐌉𐌐𐌀𐌉𐌀𐌔:𐌌𐌉𐌍𐌅𐌉𐌔:𐌅𐌉𐌔𐌉𐌍𐌀𐌉,𐌅𐌀𐌉𐌐𐌀𐌉𐌀𐌔 𐌌𐌉𐌍𐌅𐌉𐌔 𐌅𐌉𐌔𐌉𐌍𐌀𐌉,,,,1.000,clean,aece4dabb84e,1
CIE 2396,𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌉 𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉,𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌉 𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉,𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌉 𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉,𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌉 𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉,,,,1.000,clean,79b708e0ea81,1
CIE 2397,𐌔𐌀𐌕𐌉𐌍𐌀𐌉𐌀:𐌌𐌀𐌉𐌀:𐌅𐌄𐌋𐌉𐌔𐌉𐌍𐌀𐌉:𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉:𐌀𐌔,𐌔𐌀𐌕𐌉𐌍𐌀𐌉𐌀:𐌌𐌀𐌉𐌀:𐌅𐌄𐌋𐌉𐌔𐌉𐌍𐌀𐌉:𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉:𐌀𐌔,𐌔𐌀𐌕𐌉𐌍𐌀𐌉𐌀:𐌌𐌀𐌉𐌀:𐌅𐌄𐌋𐌉𐌔𐌉𐌍𐌀𐌉:𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉:𐌀𐌔,𐌔𐌀𐌕𐌉𐌍𐌀𐌉𐌀 𐌌𐌀𐌉𐌀 𐌅𐌄𐌋𐌉𐌔𐌉𐌍𐌀𐌉 𐌅𐌄𐌋𐌉𐌀𐌕𐌄𐌅𐌄𐌉 𐌀𐌔,,,,1.000,clean,cac0c64f7c65,1
CIE 2398,𐌀𐌉𐌖𐌌𐌓𐌉𐌀,𐌀𐌉𐌖𐌌𐌓𐌉𐌀,𐌀𐌉𐌖𐌌𐌓𐌉𐌀,𐌀𐌉𐌖𐌌𐌓𐌉𐌀,,,,1.000,clean,5fb1ee391d7a,1
CIE 2399,𐌀𐌔𐌖𐌐𐌀𐌉𐌀𐌔:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌄𐌉:𐌔𐌀𐌂𐌖𐌔𐌀,𐌀𐌔𐌖𐌐𐌀𐌉𐌀𐌔:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌄𐌉:𐌔𐌀𐌂𐌖𐌔𐌀,𐌀𐌔𐌖𐌐𐌀𐌉𐌀𐌔:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌄𐌉:𐌔𐌀𐌂𐌖𐌔𐌀,𐌀𐌔𐌖𐌐𐌀𐌉𐌀𐌔 𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌄𐌉 𐌔𐌀𐌂𐌖𐌔𐌀,,,,1.000,clean,e793d909731e,1
CIE 2400,𐌅𐌄𐌋𐌉𐌅𐌉:𐌔𐌀𐌖𐌔:𐌐𐌖𐌉𐌀𐌂,𐌅𐌄𐌋𐌉𐌅𐌉:𐌔𐌀𐌖𐌔:𐌐𐌖𐌉𐌀𐌂,𐌅𐌄𐌋𐌉𐌅𐌉:𐌔𐌀𐌖𐌔:𐌐𐌖𐌉𐌀𐌂,𐌅𐌄𐌋𐌉𐌅𐌉 𐌔𐌀𐌖𐌔 𐌐𐌖𐌉𐌀𐌂,,,,1.000,clean,0ef03f349b82,1
CIE 2401,𐌕𐌉𐌕𐌄:𐌂𐌋𐌀𐌍𐌕𐌄:𐌀𐌅:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌀𐌋,𐌕𐌉𐌕𐌄:𐌂𐌋𐌀𐌍𐌕𐌄:𐌀𐌅:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌀𐌋,𐌕𐌉𐌕𐌄:𐌂𐌋𐌀𐌍𐌕𐌄:𐌀𐌅:𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌀𐌋,𐌕𐌉𐌕𐌄 𐌂𐌋𐌀𐌍𐌕𐌄 𐌀𐌅 𐌋𐌄𐌂𐌔𐌕𐌉𐌍𐌀𐌋,,,,1.000,clean,b5294348170c,1
CIE 2402,𐌋𐌄𐌅𐌀𐌍𐌄𐌉:𐌅𐌄𐌋𐌄𐌔𐌀,𐌋𐌄𐌅𐌀𐌍𐌄𐌉:𐌅𐌄𐌋𐌄𐌔𐌀,𐌋𐌄𐌅𐌀𐌍𐌄𐌉:𐌅𐌄𐌋𐌄𐌔𐌀,𐌋𐌄𐌅𐌀𐌍𐌄𐌉 𐌅𐌄𐌋𐌄𐌔𐌀,,,,1.000,clean,a27e7afc268c,1
CIE 2403,𐌄𐌂𐌍:𐌕𐌖𐌓𐌂𐌄:𐌋𐌀𐌓𐌉:𐌋𐌄𐌐𐌀𐌍𐌄𐌉:𐌀𐌋𐌐𐌍𐌖:𐌔𐌄𐌋𐌅𐌀𐌍𐌔𐌉:𐌂𐌀𐌍𐌆𐌀𐌕𐌄,𐌄𐌂𐌍:𐌕𐌖𐌓𐌂𐌄:𐌋𐌀𐌓𐌉:𐌋𐌄𐌐𐌀𐌍𐌄𐌉:𐌀𐌋𐌐𐌍𐌖:𐌔𐌄𐌋𐌅𐌀𐌍𐌔𐌉:𐌂𐌀𐌍𐌆𐌀𐌕𐌄,𐌄𐌂𐌍:𐌕𐌖𐌓𐌂𐌄:𐌋𐌀𐌓𐌉:𐌋𐌄𐌐𐌀𐌍𐌄𐌉:𐌀𐌋𐌐𐌍𐌖:𐌔𐌄𐌋𐌅𐌀𐌍𐌔𐌉:𐌂𐌀𐌍𐌆𐌀𐌕𐌄,𐌄𐌂𐌍 𐌕𐌖𐌓𐌂𐌄 𐌋𐌀𐌓𐌉 𐌋𐌄𐌐𐌀𐌍𐌄𐌉 𐌀𐌋𐌐𐌍𐌖 𐌔𐌄𐌋𐌅𐌀𐌍𐌔𐌉 𐌂𐌀𐌍𐌆𐌀𐌕𐌄,,,,1.000,clean,50662c9dc3ff,1
CIE 2404,aule|leθe,aule|leθe,𐌀𐌖𐌋𐌄|𐌋𐌄𐌈𐌄,aule leθe,,,,1.000,clean,b16abeef59a7,1
CIE 2405,vel:leθe:laθlis,vel:leθe:laθlis,𐌅𐌄𐌋:𐌋𐌄𐌈𐌄:𐌋𐌀𐌈𐌋𐌉𐌔,vel leθe laθlis,,,,1.000,clean,e5f7d889219a,1
CIE 2406,larza|leθe|cecuniaś,larza|leθe|cecuniaś,𐌋𐌀𐌓𐌆𐌀|𐌋𐌄𐌈𐌄|𐌂𐌄𐌂𐌖𐌍𐌉𐌀𐌑,larza leθe cecuniaś,,,,1.000,clean,186ff96c82e5,1
CIE 2407,θana|leθi|pumpusa,θana|leθi|pumpusa,𐌈𐌀𐌍𐌀|𐌋𐌄𐌈𐌉|𐌐𐌖𐌌𐌐𐌖𐌔𐌀,θana leθi pumpusa,,,,1.000,clean,a739aa26dd59,1
CIE 2408,larθi|leθi|veaneś,larθi|leθi|veaneś,𐌋𐌀𐌓𐌈𐌉|𐌋𐌄𐌈𐌉|𐌅𐌄𐌀𐌍𐌄𐌑,larθi leθi veaneś,,,,1.000,clean,9c065d02d39a,1
CIE 2409,fasti|leθ,fasti|leθ,𐌚𐌀𐌔𐌕𐌉|𐌋𐌄𐌈,fasti leθ,,,,1.000,clean,179074ea11b4,1
CIE 2410,leθria|venzleś,leθria|venzleś,𐌋𐌄𐌈𐌓𐌉𐌀|𐌅𐌄𐌍𐌆𐌋𐌄𐌑,leθria venzleś,,,,1.000,clean,a24ed710a0ef,1
CIE 2411,leθria|maθi,leθria|maθi,𐌋𐌄𐌈𐌓𐌉𐌀|𐌌𐌀𐌈𐌉,leθria maθi,,,,1.000,clean,4f27b0748445,1
CIE 2412,leθria|mun[θ]naś,leθria|mun[θ]naś,𐌋𐌄𐌈𐌓𐌉𐌀|𐌌𐌖𐌍[𐌈]𐌍𐌀𐌑,leθria,,,,0.500,clean,a3a18707769e,1
CIE 2416,𐌈𐌀:𐌈𐌉:𐌀𐌍:𐌈𐌉:𐌀:𐌏,θa:θi:an:θi:a:o,𐌈𐌀:𐌈𐌉:𐌀𐌍:𐌈𐌉:𐌀:𐌏,θa θi an θi a o,,,,1.000,clean,edd29173781a,1
CIE 2417,𐌀𐌓·𐌕𐌄𐌓𐌍𐌉·𐌋𐌔·𐌀𐌈,ar·terni·ls·aθ,𐌀𐌓·𐌕𐌄𐌓𐌍𐌉·𐌋𐌔·𐌀𐌈,ar terni ls aθ,,,,1.000,clean,529b6ae6fe11,1
CIE 2418,𐌀𐌆𐌖𐌈𐌀𐌍𐌀:𐌈𐌖:𐌀𐌍𐌄𐌉:𐌀:𐌔𐌄𐌐𐌖𐌔𐌀,θana:θu:anei:a:sepusa:,𐌈𐌀𐌍𐌀:𐌈𐌖:𐌀𐌍𐌄𐌉:𐌀:𐌔𐌄𐌐𐌖𐌔𐌀:,θana θu anei a sepusa,,,,1.000,clean,c41e2d42141f,1
CIE 2419,𐌂·𐌑𐌀𐌂𐌉𐌖𐌔 𐌂·𐌅·𐌑𐌀𐌓𐌂𐌍,C·MACIVS C·F·MARCN,,C MACIVS C F MARCN,,,,1.000,clean,72b8ebf9998e,1
CIE 2422,𐌈𐌀[𐌍𐌉𐌀]𐌅𐌄𐌋𐌆[𐌍]𐌄𐌉 𐌑𐌀𐌍𐌈𐌖𐌀𐌕𐌄𐌔𐌀,θa[nia]|felz[n]ei manθvatesa,𐌈𐌀[𐌍𐌉𐌀]|𐌚𐌄𐌋𐌆[𐌍]𐌄𐌉 𐌌𐌀𐌍𐌈𐌅𐌀𐌕𐌄𐌔𐌀,manθvatesa,,,,0.333,clean,c4209505d039,1
CIE 2423,𐌇𐌀𐌔𐌕𐌉𐌑𐌀𐌍𐌉𐌀𐌔𐌀𐌋𐌉𐌍𐌈𐌀𐌋,hasti|mania|salinθal,𐌇𐌀𐌔𐌕𐌉|𐌌𐌀𐌍𐌉𐌀|𐌔𐌀𐌋𐌉𐌍𐌈𐌀𐌋,hasti mania salinθal,,,,1.000,clean,1dd930c79fa9,1
CIE 2424,ANINAM ZAHAM A,ANINAM ZAHAM A,,ANINAM ZAHAM A,,,,1.000,clean,640901d49b2e,1
CIE 2425,ANINAM,ANINAM,,ANINAM,,,,1.000,clean,dd4a35671744,1
CIE 2426,ANIS:IAOЯOИ:IЯL:MЯN,ANIS:IAOrOn:IrL:MrN,,ANIS IAOrOn IrL MrN,,,,1.000,clean,adf726de3537,2
CIE 2427,ANIS:IAOЯOИ:IЯL:MЯN,ANIS:IAOrOn:IrL:MrN,,ANIS IAOrOn IrL MrN,,,,1.000,clean,adf726de3537,2
CIE 2428,ЯDЯAM,rDrAM,𐌓𐌃𐌓𐌀𐌌,rDrAM,,,,1.000,clean,045b4b67e4b5,1
CIE 2429,INЯDAM:ЯJVA ALIЯOИЯA.,INrDAM:rJVA ALIrOnrA.,,,,,,0.000,needs_review,4171b8eaa39f,1
CIE 2439,HMAID:I9MVARN9V9,HMAID:I9MVARN9V9,,,,,,0.000,ocr_failed,a9eda3e8235e,1
CIE 2430,AN MЯЯCNI AV,AN MrrCNI AV,,AN MrrCNI AV,,,,1.000,clean,5966dae3c2a2,1
CIE 2455,𐌅𐌄𐌋𐌔𐌖:𐌐𐌄𐌕𐌓𐌖𐌀𐌋,velsu:petrual,𐌅𐌄𐌋𐌔𐌖:𐌐𐌄𐌕𐌓𐌖𐌀𐌋,velsu petrual,,,,1.000,clean,76a83dc3a7c4,1
CIE 2431,JANЯMЯB:IMЯA M:ЯJVA,JANrMrB:IMrA M:rJVA,,,,,,0.000,needs_review,242cf3a4e840,1
CIE 2432,MIH9AM:IVIAO,MIH9AM:IVIAO,,,,,,0.000,ocr_failed,20149c750691,1
CIE 2433,V1:YV1IA9:I:M/,V1:YV1IA9:I:M/,,,,,,0.000,ocr_failed,210055a34f20,1
CIE 2434,A2IHD:9AM:12H9V1,A2IHD:9AM:12H9V1,,,,,,0.000,ocr_failed,40fa7ea3d202,1
CIE 2435,IVV139H:IV1,IVV139H:IV1,,,,,,0.000,ocr_failed,1601783563fc,1
CIE 2436,[IAH9V1:AHD9AN...],[IAH9V1:AHD9AN...],,,,,,0.000,ocr_failed,6eb0dd97b74b,1
CIE 2437,MAI9TVAJ1:IHD9AM:VA,MAI9TVAJ1:IHD9AM:VA,,,,,,0.000,ocr_failed,09a197ca60c3,1
CIE 2438,A9A:IAH9AM:I9N/V.MA9C NAMAZIJAM,A9A:IAH9AM:I9N/V.MA9C NAMAZIJAM,,,,,,0.000,ocr_failed,f13410a0b846,1
CIE 2440,𐌠𐌌𐌀𐌓𐌂𐌄𐌍𐌄𐌉 𐌠𐌂𐌋𐌀𐌍𐌕𐌉𐌍𐌄𐌉 𐌠𐌀𐌖𐌐𐌄𐌕𐌍𐌀𐌋 𐌠𐌔𐌄𐌂,marcenei | clantinei | au·petnal | sec,𐌌𐌀𐌓𐌂𐌄𐌍𐌄𐌉 | 𐌂𐌋𐌀𐌍𐌕𐌉𐌍𐌄𐌉 | 𐌀𐌖·𐌐𐌄𐌕𐌍𐌀𐌋 | 𐌔𐌄𐌂,marcenei clantinei au petnal sec,,,,1.000,clean,3c0af12ba299,1
CIE 2442,𐌋𐌄𐌉𐌋𐌉𐌔𐌂𐌀𐌌𐌀𐌓𐌂𐌄𐌉,leiliscamarc𐌄i,𐌋𐌄𐌉𐌋𐌉𐌔𐌂𐌀𐌌𐌀𐌓𐌂𐌄𐌉,leiliscamarc𐌄i,,,,1.000,clean,e779e71cfedd,1
CIE 2443,𐌉𐌀𐌍𐌉𐌔𐌉𐌕𐌖𐌍𐌀:𐌉𐌔𐌉𐌌𐌀𐌉𐌖𐌔,ianisituna:isimaus,𐌉𐌀𐌍𐌉𐌔𐌉𐌕𐌖𐌍𐌀:𐌉𐌔𐌉𐌌𐌀𐌖𐌔,ianisituna isimaus,,,,1.000,clean,8a33b3323693,1
CIE 2444,𐌀𐌌𐌉𐌕𐌌𐌀𐌉𐌖𐌔:𐌉𐌀𐌉𐌖𐌔,amitmaus:iaius,𐌀𐌌𐌉𐌕𐌌𐌀𐌖𐌔:𐌉𐌀𐌉𐌖𐌔,amitmaus iaius,,,,1.000,clean,545cb272a9c0,1
CIE 2445,𐌀𐌉𐌖𐌉𐌍𐌀𐌉𐌖𐌔𐌉𐌌𐌀𐌓𐌂𐌄𐌍𐌄𐌉,marcenei : crapilunia | trepusa,𐌌𐌀𐌓𐌂𐌄𐌍𐌄𐌉 : 𐌂𐌓𐌀𐌐𐌉𐌋𐌖𐌍𐌉𐌀 | 𐌕𐌓𐌄𐌐𐌖𐌔𐌀,marcenei crapilunia trepusa,,,,1.000,clean,271f4ac9766e,1
CIE 2446,𐌀𐌖𐌋𐌄:𐌌𐌀𐌓𐌂𐌍𐌉:𐌀𐌖𐌋𐌄𐌔:𐌇𐌄𐌓𐌌𐌄𐌔:𐌕𐌋𐌄𐌔𐌍𐌀𐌋,aule : marcni : aules : hermes : tlesnal,𐌀𐌖𐌋𐌄 : 𐌌𐌀𐌓𐌂𐌍𐌉 : 𐌀𐌖𐌋𐌄𐌔 : 𐌇𐌄𐌓𐌌𐌄𐌔 : 𐌕𐌋𐌄𐌔𐌍𐌀𐌋,aule marcni aules hermes tlesnal,,,,1.000,clean,969ec8d9dda4,1
CIE 2447,𐌀𐌔𐌉𐌌𐌉𐌍𐌀𐌉𐌖𐌔 𐌀𐌍𐌉𐌖𐌉:𐌉𐌀𐌍𐌄𐌔𐌉𐌕𐌀𐌉𐌍𐌀𐌉𐌖𐌔,a. asiminaus b. anivi:ianesitainaus,𐌀. 𐌀𐌔𐌉𐌌𐌉𐌍𐌀𐌖𐌔 𐌁. 𐌀𐌍𐌉𐌅𐌉:𐌉𐌀𐌍𐌄𐌔𐌉𐌕𐌀𐌉𐌍𐌀𐌖𐌔,a. asiminaus b. anivi ianesitainaus,,,,1.000,clean,8d5fdbdf6043,1
CIE 2448,𐌉𐌀𐌍𐌉𐌀𐌕𐌀:𐌉𐌄:𐌉𐌇𐌀𐌉𐌀𐌌:𐌀𐌉𐌖𐌔,ar : macani : he : atainal,𐌀𐌓 : 𐌌𐌀𐌂𐌀𐌍𐌉 : 𐌇𐌄 : 𐌀𐌕𐌀𐌉𐌍𐌀𐌋,ar macani he atainal,,,,1.000,clean,a6b9aaaaea56,1
CIE 2449,𐌔𐌉𐌇𐌀𐌌:𐌀𐌌𐌉𐌕𐌄𐌓𐌌𐌄𐌇,herme:marcni:pe,𐌇𐌄𐌓𐌌𐌄:𐌌𐌀𐌓𐌂𐌍𐌉:𐌐𐌄,herme marcni pe,,,,1.000,clean,324fc773cb4b,1
CIE 2452,𐌐𐌀𐌍𐌀:𐌌𐌀𐌓𐌉𐌀𐌂𐌄𐌅𐌂𐌉𐌀𐌔,pana:maria | cevcias,𐌐𐌀𐌍𐌀:𐌌𐌀𐌓𐌉𐌀 | 𐌂𐌄𐌅𐌂𐌉𐌀𐌔,pana maria cevcias,,,,1.000,clean,6eef29d27a18,1
CIE 2454,𐌋𐌀𐌓𐌈𐌉:𐌌𐌀𐌓𐌉𐌂𐌀𐌍𐌄:𐌀𐌃𐌅𐌄𐌋𐌔𐌖𐌍𐌉𐌀𐌔,larθi:maricane:ad | velsunias,𐌋𐌀𐌓𐌈𐌉:𐌌𐌀𐌓𐌉𐌂𐌀𐌍𐌄:𐌀𐌃 | 𐌅𐌄𐌋𐌔𐌖𐌍𐌉𐌀𐌔,larθi maricane ad velsunias,,,,1.000,clean,d33072e427b5,1
CIE 2456,𐌋𐌀𐌓𐌈𐌉.𐌌𐌀𐌓𐌉𐌂𐌀𐌍𐌄.𐌅𐌉𐌀𐌂𐌉𐌀𐌋,larθi.maricane.viacial,𐌋𐌀𐌓𐌈𐌉.𐌌𐌀𐌓𐌉𐌂𐌀𐌍𐌄.𐌅𐌉𐌀𐌂𐌉𐌀𐌋,larθi.maricane.viacial,,,,1.000,clean,3d221733521f,1
CIE 2457,𐌐𐌀𐌍𐌀.𐌌𐌀𐌓𐌉𐌂𐌀𐌍𐌉𐌕𐌀𐌕𐌉𐌀𐌋𐌐𐌖𐌌𐌐𐌖𐌋𐌔𐌀,pana.marica | ni | tatial | pumpulsa,𐌐𐌀𐌍𐌀.𐌌𐌀𐌓𐌉𐌂𐌀 | 𐌍𐌉 | 𐌕𐌀𐌕𐌉𐌀𐌋 | 𐌐𐌖𐌌𐌐𐌖𐌋𐌔𐌀,pana.marica ni tatial pumpulsa,,,,1.000,clean,ac486ef2bf2a,1
CIE 2458,𐌀𐌖𐌋𐌄𐌌𐌀𐌓𐌖𐌂𐌄𐌀𐌓𐌍𐌕𐌀𐌋,aule maruce arndal,𐌀𐌖𐌋𐌄 𐌌𐌀𐌓𐌖𐌂𐌄 𐌀𐌓𐌍𐌃𐌀𐌋,aule maruce arndal,,,,1.000,clean,18ae1ec15bfb,1
CIE 2459,𐌌𐌀𐌔𐌕𐌓𐌔𐌖𐌐𐌋𐌖𐌋𐌀𐌖𐌀𐌓,m a str su[plu] lau ar,𐌌 𐌀 𐌔𐌕𐌓 𐌔𐌖[𐌐𐌋𐌖] 𐌋𐌀𐌖 𐌀𐌓,m a str lau ar,,,,0.833,clean,fed32f8364b7,1
CIE 246,𐌄𐌍𐌉𐌈𐌄𐌍𐌉𐌈 : 𐌄𐌍𐌉𐌈𐌄𐌍𐌉𐌈,velia : tetinei,𐌅𐌄𐌋𐌉𐌀 : 𐌕𐌄𐌕𐌉𐌍𐌄𐌉,velia tetinei,,,,1.000,clean,a14b1425b372,1
CIE 2460,𐌘𐌀𐌍𐌀𐌌𐌀𐌕𐌀𐌖𐌔𐌍𐌄𐌉𐌀𐌋𐌖𐌋𐌄𐌔,fana: matausnei: al[ul]es,𐌚𐌀𐌍𐌀: 𐌌𐌀𐌕𐌀𐌖𐌔𐌍𐌄𐌉: 𐌀𐌋[𐌖𐌋]𐌄𐌔,fana matausnei,,,,0.667,clean,bef86e4d6afe,1
CIE 2461,𐌅𐌄𐌋𐌌𐌄𐌉𐌄,vel:meie,𐌅𐌄𐌋:𐌌𐌄𐌉𐌄,vel meie,,,,1.000,clean,9cb1c2cedd7b,1
CIE 2462,𐌅𐌋𐌌𐌄𐌉𐌍𐌀𐌋𐌔𐌐𐌉𐌖𐌕𐌀𐌀𐌋,vl:meina:ls:piutaal,𐌅𐌋:𐌌𐌄𐌉𐌍𐌀:𐌋𐌔:𐌐𐌉𐌖𐌕𐌀𐌀𐌋,vl meina ls piutaal,,,,1.000,clean,a53034bb6b78,1
CIE 2463,𐌅𐌋𐌌𐌄𐌉𐌍𐌀𐌅𐌋𐌕𐌉𐌕𐌉𐌀𐌋,vl:meina:vl:titial,𐌅𐌋:𐌌𐌄𐌉𐌍𐌀:𐌅𐌋:𐌕𐌉𐌕𐌉𐌀𐌋,vl meina vl titial,,,,1.000,clean,7d738b8e50cb,1
CIE 2464,𐌌𐌄𐌉𐌍𐌄𐌉𐌂𐌄𐌔𐌖𐌔𐌀,meinei:cesusa,𐌌𐌄𐌉𐌍𐌄𐌉:𐌂𐌄𐌔𐌖𐌔𐌀,meinei cesusa,,,,1.000,clean,781d353be3c9,1
CIE 2466,larθi: meti,larθi: meti,𐌋𐌀𐌓𐌈𐌉: 𐌌𐌄𐌕𐌉,larθi meti,,,,1.000,clean,83794119a06a,1
CIE 2467,metur,metur,𐌌𐌄𐌕𐌖𐌓,metur,,,,1.000,clean,ef5ed8fcd1ad,2
CIE 2472,lθ: minia | xeritnal,lθ: minia | xeritnal,𐌋𐌈: 𐌌𐌉𐌍𐌉𐌀 | 𐌗𐌄𐌓𐌉𐌕𐌍𐌀𐌋,lθ minia xeritnal,,,,1.000,clean,984092ddb3f9,1
